Timestamp,Violation Type
2025-04-23 09:51:51,No Jacket Detected!
2025-04-23 09:51:51,No Jacket Detected!
2025-04-23 09:51:51,No Jacket Detected!
2025-04-23 09:51:51,No Jacket Detected!
2025-04-23 09:51:51,No Helmet & Jacket Detected!
2025-04-23 09:51:51,No Helmet & Jacket Detected!
2025-04-23 09:51:52,No Helmet & Jacket Detected!
2025-04-23 09:51:52,No Jacket Detected!
2025-04-23 09:51:52,No Jacket Detected!
2025-04-23 09:51:52,No Jacket Detected!
2025-04-23 09:51:52,No Jacket Detected!
2025-04-23 09:51:53,No Jacket Detected!
2025-04-23 09:51:53,No Jacket Detected!
2025-04-23 09:51:53,No Jacket Detected!
2025-04-23 09:51:53,No Jacket Detected!
2025-04-23 09:51:53,No Jacket Detected!
2025-04-23 09:51:54,No Jacket Detected!
2025-04-23 09:51:54,No Jacket Detected!
2025-04-23 09:51:54,No Jacket Detected!
2025-04-23 09:51:54,No Jacket Detected!
2025-04-23 09:51:54,No Jacket Detected!
2025-04-23 09:51:55,No Jacket Detected!
2025-04-23 09:51:55,No Jacket Detected!
2025-04-23 09:51:55,No Jacket Detected!
2025-04-23 09:51:55,No Jacket Detected!
2025-04-23 09:51:55,No Jacket Detected!
2025-04-23 09:51:55,No Jacket Detected!
2025-04-23 09:51:56,No Jacket Detected!
2025-04-23 09:51:56,No Jacket Detected!
2025-04-23 09:51:56,No Jacket Detected!
2025-04-23 09:51:56,No Jacket Detected!
2025-04-23 09:51:56,No Jacket Detected!
2025-04-23 09:51:56,No Jacket Detected!
2025-04-23 09:51:57,No Jacket Detected!
2025-04-23 09:51:57,No Jacket Detected!
2025-04-23 09:51:57,No Jacket Detected!
2025-04-23 09:51:57,No Jacket Detected!
2025-04-23 09:51:57,No Jacket Detected!
2025-04-23 09:51:58,No Jacket Detected!
2025-04-23 09:51:58,No Jacket Detected!
2025-04-23 09:51:58,No Jacket Detected!
2025-04-23 09:51:58,No Jacket Detected!
2025-04-23 09:51:58,No Jacket Detected!
2025-04-23 09:51:59,No Jacket Detected!
2025-04-23 09:51:59,No Jacket Detected!
2025-04-23 09:51:59,No Jacket Detected!
2025-04-23 09:51:59,No Jacket Detected!
2025-04-23 09:51:59,No Jacket Detected!
2025-04-23 09:51:59,No Jacket Detected!
2025-04-23 09:52:00,No Jacket Detected!
2025-04-23 09:52:00,No Jacket Detected!
2025-04-23 09:52:00,No Jacket Detected!
2025-04-23 09:52:00,No Jacket Detected!
2025-04-23 09:52:00,No Jacket Detected!
2025-04-23 09:52:01,No Jacket Detected!
2025-04-23 09:52:01,No Jacket Detected!
2025-04-23 09:52:01,No Jacket Detected!
2025-04-23 09:52:01,No Jacket Detected!
2025-04-23 09:52:01,No Jacket Detected!
2025-04-23 09:52:02,No Jacket Detected!
2025-04-23 09:52:02,No Jacket Detected!
2025-04-23 09:52:02,No Jacket Detected!
2025-04-23 09:52:02,No Jacket Detected!
2025-04-23 09:52:02,No Jacket Detected!
2025-04-23 09:52:02,No Jacket Detected!
2025-04-23 09:52:03,No Jacket Detected!
2025-04-23 09:52:03,No Jacket Detected!
2025-04-23 09:52:03,No Jacket Detected!
2025-04-23 09:52:03,No Jacket Detected!
2025-04-23 09:52:03,No Jacket Detected!
2025-04-23 09:52:04,No Jacket Detected!
2025-04-23 09:52:04,No Jacket Detected!
2025-04-23 09:52:04,No Jacket Detected!
2025-04-23 09:52:04,No Jacket Detected!
2025-04-23 09:52:04,No Jacket Detected!
2025-04-23 09:52:04,No Jacket Detected!
2025-04-23 09:52:05,No Jacket Detected!
2025-04-23 09:52:05,No Jacket Detected!
2025-04-23 09:52:05,No Jacket Detected!
2025-04-23 09:52:05,No Jacket Detected!
2025-04-23 09:52:05,No Jacket Detected!
2025-04-23 09:52:06,No Jacket Detected!
2025-04-23 09:52:06,No Jacket Detected!
2025-04-23 09:52:06,No Jacket Detected!
2025-04-23 09:52:06,No Jacket Detected!
2025-04-23 09:52:06,No Jacket Detected!
2025-04-23 09:52:07,No Jacket Detected!
2025-04-23 09:52:07,No Jacket Detected!
2025-04-23 09:52:07,No Jacket Detected!
2025-04-23 09:52:07,No Jacket Detected!
2025-04-23 09:52:07,No Jacket Detected!
2025-04-23 09:52:08,No Jacket Detected!
2025-04-23 09:52:08,No Jacket Detected!
2025-04-23 10:01:23,No Helmet & Jacket Detected!
2025-04-23 10:01:23,No Helmet & Jacket Detected!
2025-04-23 10:01:23,No Helmet & Jacket Detected!
2025-04-23 10:01:23,No Jacket Detected!
2025-04-23 10:01:23,No Jacket Detected!
2025-04-23 10:01:24,No Jacket Detected!
2025-04-23 10:01:24,No Jacket Detected!
2025-04-23 10:01:24,No Helmet & Jacket Detected!
2025-04-23 10:01:24,No Helmet & Jacket Detected!
2025-04-23 10:01:25,No Jacket Detected!
2025-04-23 10:01:25,No Helmet & Jacket Detected!
2025-04-23 10:01:25,No Helmet & Jacket Detected!
2025-04-23 10:01:25,No Helmet & Jacket Detected!
2025-04-23 10:01:25,No Helmet & Jacket Detected!
2025-04-23 10:01:26,No Jacket Detected!
2025-04-23 10:01:26,No Jacket Detected!
2025-04-23 10:01:26,No Jacket Detected!
2025-04-23 10:01:26,No Helmet & Jacket Detected!
2025-04-23 10:01:27,No Jacket Detected!
2025-04-23 10:01:27,No Helmet & Jacket Detected!
2025-04-23 10:01:27,No Helmet & Jacket Detected!
2025-04-23 10:01:27,No Helmet & Jacket Detected!
2025-04-23 10:01:27,No Helmet & Jacket Detected!
2025-04-23 10:01:28,No Helmet & Jacket Detected!
2025-04-23 10:01:28,No Jacket Detected!
2025-04-23 10:01:28,No Jacket Detected!
2025-04-23 10:01:28,No Jacket Detected!
2025-04-23 10:01:29,No Jacket Detected!
2025-04-23 10:01:29,No Jacket Detected!
2025-04-23 10:01:29,No Helmet & Jacket Detected!
2025-04-23 10:01:29,No Helmet & Jacket Detected!
2025-04-23 10:01:29,No Helmet & Jacket Detected!
2025-04-23 10:01:30,No Jacket Detected!
2025-04-23 10:01:30,No Helmet & Jacket Detected!
2025-04-23 10:01:30,No Jacket Detected!
2025-04-23 10:01:30,No Jacket Detected!
2025-04-23 10:01:30,No Jacket Detected!
2025-04-23 10:01:31,No Jacket Detected!
2025-04-23 10:01:31,No Jacket Detected!
2025-04-23 10:01:31,No Jacket Detected!
2025-04-23 10:01:31,No Jacket Detected!
2025-04-23 10:01:31,No Jacket Detected!
2025-04-23 10:01:32,No Jacket Detected!
2025-04-23 10:01:32,No Jacket Detected!
2025-04-23 10:01:32,No Jacket Detected!
2025-04-23 10:01:32,No Helmet & Jacket Detected!
2025-04-23 10:01:32,No Helmet & Jacket Detected!
2025-04-23 10:01:32,No Helmet & Jacket Detected!
2025-04-23 10:01:33,No Jacket Detected!
2025-04-23 10:01:33,No Jacket Detected!
2025-04-23 10:01:33,No Jacket Detected!
2025-04-23 10:01:33,No Jacket Detected!
2025-04-23 10:01:33,No Jacket Detected!
2025-04-23 10:01:34,No Jacket Detected!
2025-04-23 10:01:34,No Jacket Detected!
2025-04-23 10:01:34,No Jacket Detected!
2025-04-23 10:01:34,No Jacket Detected!
2025-04-23 10:01:34,No Jacket Detected!
2025-04-23 10:01:35,No Jacket Detected!
2025-04-23 10:01:35,No Jacket Detected!
2025-04-23 10:01:35,No Jacket Detected!
2025-04-23 10:01:35,No Jacket Detected!
2025-04-23 10:01:35,No Jacket Detected!
2025-04-23 10:01:36,No Jacket Detected!
2025-04-23 10:01:36,No Jacket Detected!
2025-04-23 10:01:36,No Jacket Detected!
2025-04-23 10:01:36,No Jacket Detected!
2025-04-23 10:01:36,No Jacket Detected!
2025-04-23 10:01:37,No Jacket Detected!
2025-04-23 10:01:37,No Jacket Detected!
2025-04-23 10:01:37,No Jacket Detected!
2025-04-23 10:01:37,No Jacket Detected!
2025-04-23 10:01:38,No Jacket Detected!
2025-04-23 10:01:38,No Jacket Detected!
2025-04-23 10:01:38,No Jacket Detected!
2025-04-23 10:01:38,No Jacket Detected!
2025-04-23 10:01:38,No Jacket Detected!
2025-04-23 10:01:39,No Jacket Detected!
2025-04-23 10:01:39,No Jacket Detected!
2025-04-23 10:01:39,No Jacket Detected!
2025-04-23 10:01:39,No Jacket Detected!
2025-04-23 10:01:39,No Jacket Detected!
2025-04-23 10:01:40,No Jacket Detected!
2025-04-23 10:01:40,No Jacket Detected!
2025-04-23 10:01:40,No Jacket Detected!
2025-04-23 10:01:40,No Jacket Detected!
2025-04-23 10:01:40,No Jacket Detected!
2025-04-23 10:01:41,No Jacket Detected!
2025-04-23 10:01:41,No Jacket Detected!
2025-04-23 10:01:41,No Jacket Detected!
2025-04-23 10:01:41,No Jacket Detected!
2025-04-23 10:01:41,No Jacket Detected!
2025-04-23 10:01:42,No Jacket Detected!
2025-04-23 10:01:42,No Jacket Detected!
2025-04-23 10:01:42,No Jacket Detected!
2025-04-23 10:01:42,No Jacket Detected!
2025-04-23 10:01:43,No Jacket Detected!
2025-04-23 10:01:43,No Jacket Detected!
2025-04-23 10:01:43,No Jacket Detected!
2025-04-23 10:01:43,No Jacket Detected!
2025-04-23 10:01:44,No Jacket Detected!
2025-04-23 10:01:44,No Jacket Detected!
2025-04-23 10:01:44,No Jacket Detected!
2025-04-23 10:01:44,No Jacket Detected!
2025-04-23 10:01:45,No Jacket Detected!
2025-04-23 10:01:45,No Jacket Detected!
2025-04-23 10:01:45,No Jacket Detected!
2025-04-23 10:01:45,No Jacket Detected!
2025-04-23 10:01:45,No Jacket Detected!
2025-04-23 10:01:46,No Jacket Detected!
2025-04-23 10:01:46,No Jacket Detected!
2025-04-23 10:01:46,No Jacket Detected!
2025-04-23 10:01:46,No Jacket Detected!
2025-04-23 10:01:47,No Jacket Detected!
2025-04-23 10:01:47,No Jacket Detected!
2025-04-23 10:01:47,No Jacket Detected!
2025-04-23 10:01:47,No Jacket Detected!
2025-04-23 10:01:47,No Jacket Detected!
2025-04-23 10:01:48,No Jacket Detected!
2025-04-23 10:01:48,No Jacket Detected!
2025-04-23 10:01:48,No Jacket Detected!
2025-04-23 10:01:48,No Jacket Detected!
2025-04-23 10:01:49,No Jacket Detected!
2025-04-23 10:01:49,No Jacket Detected!
2025-04-23 10:01:49,No Jacket Detected!
2025-04-23 10:01:49,No Jacket Detected!
2025-04-23 10:01:49,No Jacket Detected!
2025-04-23 10:01:49,No Jacket Detected!
2025-04-23 10:01:50,No Jacket Detected!
2025-04-23 10:01:50,No Jacket Detected!
2025-04-23 10:01:50,No Jacket Detected!
2025-04-23 10:01:50,No Jacket Detected!
2025-04-23 10:01:50,No Jacket Detected!
2025-04-23 10:01:51,No Jacket Detected!
2025-04-23 10:01:51,No Jacket Detected!
2025-04-23 10:01:51,No Jacket Detected!
2025-04-23 10:01:51,No Jacket Detected!
2025-04-23 10:01:51,No Jacket Detected!
2025-04-23 10:01:51,No Jacket Detected!
2025-04-23 10:01:52,No Jacket Detected!
2025-04-23 10:01:52,No Jacket Detected!
2025-04-23 10:01:52,No Jacket Detected!
2025-04-23 10:01:52,No Jacket Detected!
2025-04-23 10:01:52,No Jacket Detected!
2025-04-23 10:01:53,No Jacket Detected!
2025-04-23 10:01:53,No Jacket Detected!
2025-04-23 10:01:53,No Jacket Detected!
2025-04-23 10:01:53,No Jacket Detected!
2025-04-23 10:01:53,No Jacket Detected!
2025-04-23 10:01:53,No Jacket Detected!
2025-04-23 10:01:54,No Jacket Detected!
2025-04-23 10:01:54,No Jacket Detected!
2025-04-23 10:01:54,No Jacket Detected!
2025-04-23 10:01:54,No Jacket Detected!
2025-04-23 10:01:54,No Jacket Detected!
2025-04-23 10:01:55,No Jacket Detected!
2025-04-23 10:01:55,No Jacket Detected!
2025-04-23 10:01:55,No Jacket Detected!
2025-04-23 10:01:55,No Jacket Detected!
2025-04-23 10:01:55,No Jacket Detected!
2025-04-23 10:01:55,No Jacket Detected!
2025-04-23 10:01:56,No Jacket Detected!
2025-04-23 10:01:56,No Jacket Detected!
2025-04-23 10:01:56,No Jacket Detected!
2025-04-23 10:01:56,No Jacket Detected!
2025-04-23 10:01:56,No Jacket Detected!
2025-04-23 10:01:57,No Jacket Detected!
2025-04-23 10:01:57,No Jacket Detected!
2025-04-23 10:01:57,No Jacket Detected!
2025-04-23 10:01:57,No Jacket Detected!
2025-04-23 10:01:57,No Jacket Detected!
2025-04-23 10:01:57,No Jacket Detected!
2025-04-23 10:01:58,No Jacket Detected!
2025-04-23 10:01:58,No Jacket Detected!
2025-04-23 10:01:58,No Jacket Detected!
2025-04-23 10:01:58,No Jacket Detected!
2025-04-23 10:01:58,No Jacket Detected!
2025-04-23 10:01:58,No Jacket Detected!
2025-04-23 10:01:59,No Jacket Detected!
2025-04-23 10:01:59,No Jacket Detected!
2025-04-23 10:01:59,No Jacket Detected!
2025-04-23 10:01:59,No Jacket Detected!
2025-04-23 10:01:59,No Jacket Detected!
2025-04-23 10:02:00,No Jacket Detected!
2025-04-23 10:02:00,No Jacket Detected!
2025-04-23 10:02:00,No Jacket Detected!
2025-04-23 10:02:00,No Jacket Detected!
2025-04-23 10:02:00,No Jacket Detected!
2025-04-23 10:02:00,No Jacket Detected!
2025-04-23 10:02:01,No Jacket Detected!
2025-04-23 10:02:01,No Jacket Detected!
2025-04-23 10:02:01,No Jacket Detected!
2025-04-23 10:02:01,No Jacket Detected!
2025-04-23 10:02:01,No Jacket Detected!
2025-04-23 10:02:02,No Jacket Detected!
2025-04-23 10:02:02,No Jacket Detected!
2025-04-23 10:02:02,No Jacket Detected!
2025-04-23 10:02:02,No Jacket Detected!
2025-04-23 10:02:02,No Jacket Detected!
2025-04-23 10:02:02,No Jacket Detected!
2025-04-23 10:02:03,No Jacket Detected!
2025-04-23 10:02:03,No Jacket Detected!
2025-04-23 10:02:03,No Jacket Detected!
2025-04-23 10:02:03,No Jacket Detected!
2025-04-23 10:02:03,No Jacket Detected!
2025-04-23 10:02:04,No Jacket Detected!
2025-04-23 10:02:04,No Jacket Detected!
2025-04-23 10:02:04,No Jacket Detected!
2025-04-23 10:02:04,No Jacket Detected!
2025-04-23 10:02:04,No Jacket Detected!
2025-04-23 10:02:04,No Jacket Detected!
2025-04-23 10:02:05,No Jacket Detected!
2025-04-23 10:02:05,No Jacket Detected!
2025-04-23 10:02:05,No Jacket Detected!
2025-04-23 10:02:05,No Jacket Detected!
2025-04-23 10:02:05,No Jacket Detected!
2025-04-23 10:02:05,No Jacket Detected!
2025-04-23 10:02:06,No Jacket Detected!
2025-04-23 10:02:06,No Jacket Detected!
2025-04-23 10:02:06,No Jacket Detected!
2025-04-23 10:02:06,No Jacket Detected!
2025-04-23 10:02:06,No Jacket Detected!
2025-04-23 10:02:07,No Jacket Detected!
2025-04-23 10:02:07,No Jacket Detected!
2025-04-23 10:02:07,No Jacket Detected!
2025-04-23 10:02:07,No Jacket Detected!
2025-04-23 10:02:07,No Jacket Detected!
2025-04-23 10:02:07,No Jacket Detected!
2025-04-23 10:02:08,No Jacket Detected!
2025-04-23 10:02:08,No Jacket Detected!
2025-04-23 10:02:08,No Jacket Detected!
2025-04-23 10:02:08,No Jacket Detected!
2025-04-23 10:02:08,No Jacket Detected!
2025-04-23 10:02:09,No Jacket Detected!
2025-04-23 10:02:09,No Jacket Detected!
2025-04-23 10:02:09,No Jacket Detected!
2025-04-23 10:02:09,No Jacket Detected!
2025-04-23 10:02:09,No Jacket Detected!
2025-04-23 10:02:09,No Jacket Detected!
2025-04-23 10:02:10,No Jacket Detected!
2025-04-23 10:02:10,No Jacket Detected!
2025-04-23 10:02:10,No Jacket Detected!
2025-04-23 10:02:10,No Jacket Detected!
2025-04-23 10:02:10,No Jacket Detected!
2025-04-23 10:02:10,No Jacket Detected!
2025-04-23 10:02:11,No Jacket Detected!
2025-04-23 10:02:11,No Jacket Detected!
2025-04-23 10:02:11,No Jacket Detected!
2025-04-23 10:02:11,No Jacket Detected!
2025-04-23 10:02:11,No Jacket Detected!
2025-04-23 10:02:12,No Jacket Detected!
2025-04-23 10:02:12,No Jacket Detected!
2025-04-23 10:02:12,No Jacket Detected!
2025-04-23 10:02:12,No Jacket Detected!
2025-04-23 10:02:12,No Jacket Detected!
2025-04-23 10:02:12,No Jacket Detected!
2025-04-23 10:02:13,No Jacket Detected!
2025-04-23 10:02:13,No Jacket Detected!
2025-04-23 10:02:52,No Jacket Detected!
2025-04-23 10:02:52,No Jacket Detected!
2025-04-23 10:02:52,No Jacket Detected!
2025-04-23 10:02:52,No Jacket Detected!
2025-04-23 10:02:52,No Jacket Detected!
2025-04-23 10:02:53,No Jacket Detected!
2025-04-23 10:02:53,No Jacket Detected!
2025-04-23 10:02:53,No Jacket Detected!
2025-04-23 10:02:53,No Jacket Detected!
2025-04-23 10:02:53,No Jacket Detected!
2025-04-23 10:02:54,No Jacket Detected!
2025-04-23 10:02:54,No Jacket Detected!
2025-04-23 10:02:54,No Jacket Detected!
2025-04-23 10:02:54,No Jacket Detected!
2025-04-23 10:02:54,No Jacket Detected!
2025-04-23 10:02:55,No Jacket Detected!
2025-04-23 10:02:55,No Jacket Detected!
2025-04-23 10:02:55,No Jacket Detected!
2025-04-23 10:02:55,No Jacket Detected!
2025-04-23 10:02:55,No Jacket Detected!
2025-04-23 10:02:56,No Jacket Detected!
2025-04-23 10:02:56,No Jacket Detected!
2025-04-23 10:02:56,No Jacket Detected!
2025-04-23 10:02:56,No Jacket Detected!
2025-04-23 10:02:56,No Jacket Detected!
2025-04-23 10:02:57,No Jacket Detected!
2025-04-23 10:02:57,No Jacket Detected!
2025-04-23 10:02:57,No Jacket Detected!
2025-04-23 10:02:57,No Jacket Detected!
2025-04-23 10:02:57,No Jacket Detected!
2025-04-23 10:02:57,No Jacket Detected!
2025-04-23 10:02:58,No Jacket Detected!
2025-04-23 10:02:58,No Jacket Detected!
2025-04-23 10:02:58,No Jacket Detected!
2025-04-23 10:02:58,No Jacket Detected!
2025-04-23 10:02:58,No Jacket Detected!
2025-04-23 10:02:58,No Jacket Detected!
2025-04-23 10:02:59,No Jacket Detected!
2025-04-23 10:02:59,No Jacket Detected!
2025-04-23 10:02:59,No Jacket Detected!
2025-04-23 10:02:59,No Jacket Detected!
2025-04-23 10:02:59,No Jacket Detected!
2025-04-23 10:03:00,No Jacket Detected!
2025-04-23 10:03:00,No Jacket Detected!
2025-04-23 10:03:00,No Jacket Detected!
2025-04-23 10:03:00,No Jacket Detected!
2025-04-23 10:03:00,No Jacket Detected!
2025-04-23 10:03:00,No Jacket Detected!
2025-04-23 10:03:01,No Jacket Detected!
2025-04-23 10:03:01,No Jacket Detected!
2025-04-23 10:03:01,No Jacket Detected!
2025-04-23 10:03:01,No Jacket Detected!
2025-04-23 10:03:01,No Jacket Detected!
2025-04-23 10:03:02,No Jacket Detected!
2025-04-23 10:03:02,No Jacket Detected!
2025-04-23 10:03:02,No Jacket Detected!
2025-04-23 10:03:02,No Jacket Detected!
2025-04-23 10:03:02,No Jacket Detected!
2025-04-23 10:03:02,No Jacket Detected!
2025-04-23 10:03:03,No Jacket Detected!
2025-04-23 10:03:03,No Jacket Detected!
2025-04-23 10:03:03,No Jacket Detected!
2025-04-23 10:03:03,No Jacket Detected!
2025-04-23 10:03:03,No Jacket Detected!
2025-04-23 10:03:04,No Jacket Detected!
2025-04-23 10:03:04,No Jacket Detected!
2025-04-23 10:03:04,No Jacket Detected!
2025-04-23 10:03:04,No Jacket Detected!
2025-04-23 10:03:04,No Jacket Detected!
2025-04-23 10:03:04,No Jacket Detected!
2025-04-23 10:03:05,No Jacket Detected!
2025-04-23 10:03:05,No Jacket Detected!
2025-04-23 10:03:05,No Jacket Detected!
2025-04-23 10:03:05,No Jacket Detected!
2025-04-23 10:03:05,No Jacket Detected!
2025-04-23 10:03:06,No Jacket Detected!
2025-04-23 10:03:06,No Jacket Detected!
2025-04-23 10:03:06,No Jacket Detected!
2025-04-23 10:03:06,No Jacket Detected!
2025-04-23 10:03:06,No Jacket Detected!
2025-04-23 10:03:06,No Jacket Detected!
2025-04-23 10:03:07,No Jacket Detected!
2025-04-23 10:03:07,No Jacket Detected!
2025-04-23 10:03:07,No Jacket Detected!
2025-04-23 10:03:07,No Jacket Detected!
2025-04-23 10:03:07,No Jacket Detected!
2025-04-23 10:03:07,No Jacket Detected!
2025-04-23 10:03:08,No Jacket Detected!
2025-04-23 10:03:08,No Jacket Detected!
2025-04-23 10:03:08,No Jacket Detected!
2025-04-23 10:03:08,No Jacket Detected!
2025-04-23 10:03:08,No Jacket Detected!
2025-04-23 10:03:09,No Jacket Detected!
2025-04-23 10:03:09,No Jacket Detected!
2025-04-23 10:03:09,No Jacket Detected!
2025-04-23 10:03:09,No Jacket Detected!
2025-04-23 10:03:09,No Jacket Detected!
2025-04-23 10:03:09,No Jacket Detected!
2025-04-23 10:03:10,No Jacket Detected!
2025-04-23 10:03:10,No Jacket Detected!
2025-04-23 10:03:10,No Jacket Detected!
2025-04-23 10:03:10,No Jacket Detected!
2025-04-23 10:03:10,No Jacket Detected!
2025-04-23 10:03:11,No Jacket Detected!
2025-04-23 10:03:11,No Jacket Detected!
2025-04-23 10:03:11,No Jacket Detected!
2025-04-23 10:03:11,No Jacket Detected!
2025-04-23 10:03:11,No Jacket Detected!
2025-04-23 10:03:11,No Jacket Detected!
2025-04-23 10:03:12,No Jacket Detected!
2025-04-23 10:03:12,No Jacket Detected!
2025-04-23 10:03:12,No Jacket Detected!
2025-04-23 10:03:12,No Jacket Detected!
2025-04-23 10:03:12,No Jacket Detected!
2025-04-23 10:03:13,No Jacket Detected!
2025-04-23 10:03:13,No Jacket Detected!
2025-04-23 10:03:13,No Jacket Detected!
2025-04-23 10:03:13,No Jacket Detected!
2025-04-23 10:03:13,No Jacket Detected!
2025-04-23 10:03:13,No Jacket Detected!
2025-04-23 10:03:14,No Jacket Detected!
2025-04-23 10:03:14,No Jacket Detected!
2025-04-23 10:03:14,No Jacket Detected!
2025-04-23 10:03:14,No Jacket Detected!
2025-04-23 10:03:14,No Jacket Detected!
2025-04-23 10:03:15,No Jacket Detected!
2025-04-23 10:03:15,No Jacket Detected!
2025-04-23 10:03:15,No Jacket Detected!
2025-04-23 10:03:15,No Jacket Detected!
2025-04-23 10:03:15,No Jacket Detected!
2025-04-23 10:03:15,No Jacket Detected!
2025-04-23 10:03:16,No Jacket Detected!
2025-04-23 10:03:16,No Jacket Detected!
2025-04-23 10:03:16,No Jacket Detected!
2025-04-23 10:03:16,No Jacket Detected!
2025-04-23 10:03:16,No Jacket Detected!
2025-04-23 10:03:17,No Jacket Detected!
2025-04-23 10:03:17,No Jacket Detected!
2025-04-23 10:03:17,No Jacket Detected!
2025-04-23 10:03:17,No Jacket Detected!
2025-04-23 10:03:17,No Jacket Detected!
2025-04-23 10:03:18,No Jacket Detected!
2025-04-23 10:03:18,No Jacket Detected!
2025-04-23 10:03:18,No Jacket Detected!
2025-04-23 10:03:18,No Jacket Detected!
2025-04-23 10:03:18,No Jacket Detected!
2025-04-23 10:03:18,No Jacket Detected!
2025-04-23 10:03:19,No Jacket Detected!
2025-04-23 10:03:19,No Jacket Detected!
2025-04-23 10:03:19,No Jacket Detected!
2025-04-23 10:03:19,No Jacket Detected!
2025-04-23 10:03:19,No Jacket Detected!
2025-04-23 10:03:20,No Jacket Detected!
2025-04-23 10:03:20,No Jacket Detected!
2025-04-23 10:03:20,No Jacket Detected!
2025-04-23 10:03:20,No Jacket Detected!
2025-04-23 10:03:20,No Jacket Detected!
2025-04-23 10:03:20,No Jacket Detected!
2025-04-23 10:03:21,No Jacket Detected!
2025-04-23 10:03:21,No Jacket Detected!
2025-04-23 10:03:21,No Jacket Detected!
2025-04-23 10:03:21,No Jacket Detected!
2025-04-23 10:03:21,No Jacket Detected!
2025-04-23 10:03:22,No Jacket Detected!
2025-04-23 10:03:22,No Jacket Detected!
2025-04-23 10:03:22,No Jacket Detected!
2025-04-23 10:03:22,No Jacket Detected!
2025-04-23 10:03:22,No Jacket Detected!
2025-04-23 10:03:22,No Jacket Detected!
2025-04-23 10:03:23,No Jacket Detected!
2025-04-23 10:03:23,No Jacket Detected!
2025-04-23 10:03:23,No Jacket Detected!
2025-04-23 10:03:23,No Jacket Detected!
2025-04-23 10:03:23,No Jacket Detected!
2025-04-23 10:03:24,No Jacket Detected!
2025-04-23 10:03:24,No Jacket Detected!
2025-04-23 10:03:24,No Jacket Detected!
2025-04-23 10:03:24,No Jacket Detected!
2025-04-23 10:03:24,No Jacket Detected!
2025-04-23 10:03:24,No Jacket Detected!
2025-04-23 10:03:25,No Jacket Detected!
2025-04-23 10:03:25,No Jacket Detected!
2025-04-23 10:03:25,No Jacket Detected!
2025-04-23 10:03:25,No Jacket Detected!
2025-04-23 10:03:25,No Jacket Detected!
2025-04-23 10:03:25,No Jacket Detected!
2025-04-23 10:03:26,No Jacket Detected!
2025-04-23 10:03:26,No Jacket Detected!
2025-04-23 10:03:26,No Jacket Detected!
2025-04-23 10:03:26,No Jacket Detected!
2025-04-23 10:03:26,No Jacket Detected!
2025-04-23 10:03:27,No Jacket Detected!
2025-04-23 10:03:27,No Jacket Detected!
2025-04-23 10:03:27,No Jacket Detected!
2025-04-23 10:03:27,No Jacket Detected!
2025-04-23 10:03:27,No Jacket Detected!
2025-04-23 10:03:28,No Jacket Detected!
2025-04-23 10:03:28,No Jacket Detected!
2025-04-23 10:03:28,No Jacket Detected!
2025-04-23 10:03:28,No Jacket Detected!
2025-04-23 10:03:28,No Jacket Detected!
2025-04-23 10:03:28,No Jacket Detected!
2025-04-23 10:03:29,No Jacket Detected!
2025-04-23 10:03:29,No Jacket Detected!
2025-04-23 10:03:29,No Jacket Detected!
2025-04-23 10:03:29,No Jacket Detected!
